drugbank_id,name,type,cas_number,groups,synonyms
DB03942,Carboxylic PRPP,small molecule,,experimental,CPRPP
DB03943,D-Asparagine,small molecule,2058-58-4,experimental,
DB03944,"5-[1-(3,4-Dimethoxy-Benzoyl)-1,2,3,4-Tetrahydro-Quinolin-6-Yl]-6-Methyl-3,6-Dihydro-[1,3,4]Thiadiazin-2-One",small molecule,,experimental,
DB03945,"N,N,N-Trimethyl-2-(phosphonooxy)ethanaminium",small molecule,3616-04-4,experimental,"Choline, dihydrogen phosphate (ester) (8CI)|Ethanaminium, N,N,N-trimethyl-2-(phosphonooxy)-|Phosphocholine cation"
DB03946,"3,4-Dihydroxybenzoic Acid",small molecule,99-50-3,experimental,
DB03947,D-Xylulose,small molecule,551-84-8,experimental,
DB03948,"6-Chloropurine Riboside, 5'-Monophosphate",small molecule,,experimental,
DB03949,(2-Sulfanyl-3-Phenylpropanoyl)-Phe-Tyr,small molecule,,experimental,
DB03950,(S)-N-(3-Indol-1-Yl-2-Methyl-Propyl)-4-Sulfamoyl-Benzamide,small molecule,,experimental,
DB03951,N-acetyl-D-glucosamine-6-phosphate,small molecule,,experimental,2-acetamido-2-deoxy-6-O-phosphono-D-glucopyranose
DB03952,9-(6-deoxy-beta-D-allofuranosyl)-6-methylpurine,small molecule,,experimental,
DB03953,L-Thiocitrulline,small molecule,,experimental,
DB03955,1-deoxymannojirimycin,small molecule,84444-90-6,experimental,D-manno-Deoxynojirimycin
DB03956,"Inositol 2,4,5-trisphosphate",small molecule,91840-07-2,experimental,
DB03957,SP2456,small molecule,,experimental,
DB03958,7-methyl-guanosine-5'-triphosphate-5'-guanosine,small molecule,,experimental,mRNA cap analog N7-Methyl GpppG
DB03959,"N,O6-Disulfo-Glucosamine",small molecule,,experimental,
DB03960,Cp-Coeleneterazine,small molecule,,experimental,
DB03961,"2c-Methyl-D-Erythritol 2,4-Cyclodiphosphate",small molecule,,experimental,
DB03962,Nicotinamide 8-Bromo-Adenine Dinucleotide Phosphate,small molecule,,experimental,
DB03963,S-(Dimethylarsenic)Cysteine,small molecule,,experimental,
DB03964,4-Hydroxy-Aconitate Ion,small molecule,,experimental,
DB03966,Clorobiocin,small molecule,39868-96-7,experimental,Chlorobiocin
DB03967,Dodecyl Sulfate,small molecule,,experimental,
DB03968,"1-Methyl-2-Oxy-5,5-Dimethyl Pyrrolidine",small molecule,,experimental,
DB03970,"(6,7-Dihydro-5h-Cyclopenta[D]Imidazo[2,1-B]Thiazol-2-Yl]-4,7-Dihydro[1,4]Thiazepine-3,6-Dicarboxylic Acid",small molecule,,experimental,
DB03971,Acarbose Derived Hexasaccharide,small molecule,,experimental,
DB03972,"2-Amino-4h-1,3-Benzoxathiin-4-Ol",small molecule,,experimental,
DB03973,"3-{2,6,8-trioxo-9-[(2R,3R,4R)-2,3,4,5-tetrahydroxypentyl]-1,2,3,6,8,9-hexahydro-7H-purin-7-Yl}propyl dihydrogen phosphate",small molecule,,experimental,
DB03974,L-Homoarginine,small molecule,,experimental,
DB03975,Mercuribenzoic Acid,small molecule,,experimental,
DB03976,Phosphorylisopropane,small molecule,,experimental,
DB03977,N-Trimethyllysine,small molecule,,experimental,
DB03978,Tyrosinal,small molecule,,experimental,
DB03979,1-[Glycerolylphosphonyl]-2-[8-(2-Hexyl-Cyclopropyl)-Octanal-1-Yl]-3-[Hexadecanal-1-Yl]-Glycerol,small molecule,,experimental,
DB03980,4-(Fluorophenyl)-1-Cyclopropylmethyl-5-(2-Amino-4-Pyrimidinyl)Imidazole,small molecule,,experimental,
DB03981,"1,4-Dideoxy-5-Dehydro-O2-Sulfo-Glucuronic Acid",small molecule,,experimental,
DB03982,"Compound 5, 2-(Naphthalen-1-Yl-Oxalyl-Amino)-Benzoicacid",small molecule,,experimental,
DB03983,"(Molybdopterin-S,S)-Dioxo-Thio-Molybdenum(V)",small molecule,,experimental,
DB03984,Morpholine-4-Carboxylic Acid [1-(2-Benzylsulfanyl-1-Formyl-Ethylcarbamoyl)-2-Phenyl-Ethyl]-Amide,small molecule,,experimental,
DB03985,R-azabisabolene,small molecule,,experimental,(4r)-7-azabisabolene
DB03986,6-Methyl-Formycin A,small molecule,,experimental,
DB03987,"2,4-Diamino-6-[N-(3',5'-Dimethoxybenzyl)-N-Methylamino]Pyrido[2,3-D]Pyrimidine",small molecule,,experimental,
DB03988,"2,6-Diamino-Hexanoic Acid Amide",small molecule,,experimental,
DB03989,D-Allopyranose,small molecule,2595-97-3,experimental,D-Allose
DB03990,4'-Nitrophenyl-3i-Thiolaminaritrioside,small molecule,,experimental,
DB03991,"2-Deoxy-2,3-Dehydro-N-Acetyl-Neuraminic Acid",small molecule,,experimental,
DB03992,3-(Benzoylamino)-L-Alanine,small molecule,,experimental,
DB03993,4-Methyl Valeric Acid,small molecule,,experimental,
DB03994,Ethanolamine,small molecule,141-43-5,experimental,
DB03995,Betadex,small molecule,7585-39-9,experimental,beta-cyclodextrin|Cyclodextrin B|Cycloheptaamylose|Cycloheptaglucan|Cyclomaltoheptaose
DB03996,"3-[(5s)-1-Acetyl-3-(2-Chlorophenyl)-4,5-Dihydro-1h-Pyrazol-5-Yl]Phenol",small molecule,,experimental,
DB03997,L-histidinol phosphate,small molecule,25679-93-0,experimental,phosphoric acid mono-[2-amino-3-(3H-imidazol-4-yl)-propyl]ester
DB03998,"[2-(Methyleneamine)-4-(4-Hydroxy-Benzylidine)-5-Oxo-4,5-Dihydro-Imidazol-1-Yl]-Acetaldehyde",small molecule,,experimental,
DB03999,Butylphosphonate,small molecule,,experimental,
DB04000,Bromo-Willardiine,small molecule,,experimental,
DB04001,6-(Oxalyl-Amino)-1h-Indole-5-Carboxylic Acid,small molecule,,experimental,
DB04002,4-Sulfonamide-[4-(Thiomethylaminobutane)]Benzamide,small molecule,,experimental,
DB04003,(4-{2-Acetylamino-2-[1-(3-Carbamoyl-4-Cyclohexylmethoxy-Phenyl)-Ethylcarbamoyl}-Ethyl}-2-Phosphono-Phenoxy)-Acetic Acid,small molecule,,experimental,
DB04004,"2,6-Diamino-8-(2-Dimethylaminoethylsulfanylmethyl)-3h-Quinazolin-4-One",small molecule,,experimental,
DB04005,Uridine 5'-triphosphate,small molecule,63-39-8,experimental|investigational,Uridine triphosphate
DB04006,"[2-Amino-6-(2,6-Difluoro-Benzoyl)-Imidazo[1,2-a]Pyridin-3-Yl]-Phenyl-Methanone",small molecule,,experimental,
DB04007,Bromo-WR99210,small molecule,,experimental,
DB04008,Bis(5-Amidino-Benzimidazolyl)Methane Zinc,small molecule,,experimental,
DB04009,Dimethyl Propionate Ester Heme,small molecule,,experimental,
DB04010,2-(3'-Methoxyphenyl) Benzimidazole-4-Carboxamide,small molecule,,experimental,
DB04011,"2'-(4-Dimethylaminophenyl)-5-(4-Methyl-1-Piperazinyl)-2,5'-Bi-Benzimidazole",small molecule,,experimental,
DB04012,"(3r)-4-(P-Toluenesulfonyl)-1,4-Thiazane-3-Carboxylicacid-L-Leucine",small molecule,,experimental,
DB04013,1-Deoxy-1-Methoxycarbamido-Beta-D-Gluco-2-Heptulopyranosonamide,small molecule,,experimental,
DB04014,Alsterpaullone,small molecule,,experimental,
DB04015,Methionine Phosphinate,small molecule,,experimental,
DB04016,2-[3-({Methyl[1-(2-Naphthoyl)Piperidin-4-Yl]Amino}Carbonyl)-2-Naphthyl]-1-(1-Naphthyl)-2-Oxoethylphosphonic Acid,small molecule,,experimental,
DB04017,"N-Methyl-N-Propargyl-3-(2,4-Dichlorophenoxy)Propylamine",small molecule,,experimental,
DB04018,S-Isopropyl-Isothiourea,small molecule,,experimental,
DB04020,"4-(2-{[4-{[3-(4-Chlorophenyl)Propyl]Sulfanyl}-6-(1-Piperazinyl)-1,3,5-Triazin-2-Yl]Amino}Ethyl)Phenol",small molecule,,experimental,
DB04021,MF268,small molecule,,experimental,
DB04022,"Guanosine-5',3'-Tetraphosphate",small molecule,,experimental,
DB04023,"Guanosine 5'-(Trihydrogen Diphosphate), P'-D-Mannopyranosyl Ester",small molecule,,experimental,
DB04024,N'-L-Seryl-3'-Amino-(3'-Deoxy)-Adenosine,small molecule,,experimental,
DB04026,Pseudotropine,small molecule,135-97-7,experimental,"(3-exo)-8-methyl-8-azabicyclo[3.2.1]octan-3-ol|1αH,5αH-tropan-3β-ol|3-pseudotropanol|3β-tropanol|exo-8-methyl-8-azabicyclo[3.2.1]octan-3-ol|pseudotropanol|ψ-tropine"
DB04027,D-Arginine,small molecule,157-06-2,experimental,(2R)-2-amino-5-(carbamimidamido)pentanoic acid|(2R)-2-amino-5-guanidinopentanoic acid|(R)-2-amino-5-guanidinopentanoic acid|D-2-Amino-5-guanidinovaleric acid|D-Arginin
DB04028,Tyvelose,small molecule,5658-12-8,experimental,"3,6-dideoxy-α-D-arabino-hexopyranose|α-Tyv|α-tyvelopyranose"
DB04029,Phenylalanine Amide,small molecule,,experimental,
DB04030,"1,3,4,9-Tetrahydro-2-(Hydroxybenzoyl)-9-[(4-Hydroxyphenyl)Methyl]-6-Methoxy-2h-Pyrido[3,4-B]Indole",small molecule,,experimental,
DB04031,Serine Vanadate,small molecule,,experimental,SVA
DB04032,Adamantane-1-Carboxylic Acid-5-Dimethylamino-Naphthalene-1-Sulfonylamino-Butyl-Amide,small molecule,,experimental,
DB04033,Z-Ala Prolinal,small molecule,,experimental,
DB04034,Ribulose-5-Phosphate,small molecule,,experimental,
DB04035,Pinacol[[2-Amino-Alpha-(1-Carboxy-1-Methylethoxyimino)-4-Thiazoleacetyl]Amino]Methaneboronate,small molecule,,experimental,
DB04036,Coenzyme a Persulfide,small molecule,,experimental,
DB04037,"N,N-Bis(4-Chlorobenzyl)-1h-1,2,3,4-Tetraazol-5-Amine",small molecule,,experimental,
DB04038,Ergosterol,small molecule,57-87-4,experimental,"(22E,24S)-24-methylcholesta-5,7,22-trien-3β-ol|Provitamin D2"
DB04039,3-Oxo-Pentadecanoic Acid,small molecule,,experimental,
DB04040,"N-(2-Morpholin-4-Yl-1-Morpholin-4-Ylmethyl-Ethyl)-3-Nitro-5-(3,4,5-Trihydroxy-6-Hydroxymethyl-Tetrahydro-Pyran-2-Yloxy)-Benzamide",small molecule,,experimental,
DB04041,Nitrocefin Acyl-Serine,small molecule,,experimental,
DB04042,"2-[4-(Hydroxy-Methoxy-Methyl)-Benzyl]-7-(4-Hydroxymethyl-Benzyl)-1,1-Dioxo-3,6-Bis-Phenoxymethyl-1lambda6-[1,2,7]Thiadiazepane-4,5-Diol",small molecule,,experimental,
DB04043,Carboxymycobactin T,small molecule,,experimental,
DB04044,4-{2-[(3-Nitrobenzoyl)Amino]Phenoxy}Phthalic Acid,small molecule,,experimental,
DB04045,Methylmalonyl-Coenzyme A,small molecule,,experimental,
DB04046,Methyl beta-galactoside,small molecule,,experimental,
DB04047,[Pterin-6-Yl Methanyl]-Phosphonophosphate,small molecule,,experimental,
DB04048,N-Carbamoyl-Alanine,small molecule,,experimental,
DB04049,Coelenteramide,small molecule,,experimental,
DB04050,N-Propyl Isocyanide,small molecule,,experimental,
DB04051,5-Phenylvaleric Acid,small molecule,,experimental,
DB04052,"3,4-Dimethylphenol",small molecule,,experimental,
DB04053,Hypophosphite,small molecule,,experimental,
DB04054,"9-Butyl-8-(2,5-Dimethoxy-Benzyl)-2-Fluoro-9h-Purin-6-Ylamine",small molecule,,experimental,
DB04055,"2,3-Dicarboxy-4-(2-Chloro-Phenyl)-1-Ethyl-5-Isopropoxycarbonyl-6-Methyl-Pyridinium",small molecule,,experimental,
DB04057,"Beta-Dadf, Msa, Multisubstrate Adduct Inhibitor",small molecule,,experimental,
DB04058,D-[(Amino)Carbonyl]Phenylalanine,small molecule,,experimental,
DB04059,8-(Pyrimidin-2-Ylamino)Naphthalene-2-Carboximidamide,small molecule,,experimental,
DB04060,"(5-Methyl-6-Oxo-1,6-Dihydro-Pyridin-3-Yl)-1,2-Dideoxy-Ribofuranose-5-Monophosphate",small molecule,,experimental,
DB04061,Alpha-Amino-2-Indanacetic Acid,small molecule,,experimental,
DB04062,Beta-D-Fucose,small molecule,,experimental,
DB04063,2-Methylleucine,small molecule,,experimental,
DB04064,Nogalaviketone,small molecule,,experimental,
DB04065,N-Cyclopentyl-N-Cyclobutylformamide,small molecule,,experimental,
DB04066,para-Coumaric Acid,small molecule,,experimental,4-coumaric acid|p-Coumaric acid
DB04067,4-Hydroxybenzyl Coenzyme A,small molecule,,experimental,
DB04068,Fudp,small molecule,,experimental,
DB04069,"5,6-Dihydro-Benzo[H]Cinnolin-3-Ylamine",small molecule,,experimental,
DB04070,6-Deoxyerythronolide B,small molecule,,experimental,
DB04071,Cpad,small molecule,,experimental,
DB04072,Alpha-Methylisocitric Acid,small molecule,,experimental,
DB04073,N-{3-[4-(3-aminopropyl)piperazin-1-yl]propyl}-3-(beta-D-galactopyranosyloxy)-5-nitrobenzamide,small molecule,,experimental,
DB04074,Alpha-ketoisovalerate,small molecule,759-05-7,experimental,2-Keto-3-methylbutyric acid|2-Ketovaline|2-Oxo-3-methylbutanoate|2-Oxoisopentanoate|2-Oxoisovalerate|3-Methyl-2-oxobutanoate|3-Methyl-2-oxobutanoic acid|3-Methyl-2-oxobutyric acid|alpha-Ketovaline
DB04075,N-Acetyl-L-Glutamate,small molecule,1188-37-0,experimental,
DB04076,Hypoxanthine,small molecule,68-94-0,experimental,
DB04079,"Heptane-1,2,3-Triol",small molecule,,experimental,
DB04080,RU78191,small molecule,,experimental,
DB04081,"(4s-Trans)-4-(Methylamino)-5,6-Dihydro-6-Methyl-4h-Thieno(2,3-B)Thiopyran-2-Sulfonamide-7,7-Dioxide",small molecule,,experimental,
DB04082,Decyloxy-Methanol,small molecule,,experimental,
DB04083,N'-Pyridoxyl-Lysine-5'-Monophosphate,small molecule,,experimental,
DB04084,2-deoxy-2-fluoro-α-D-mannose,small molecule,62182-14-3,experimental,2-deoxy-2-fluoro-alpha-D-mannose
DB04085,"1-[Pyrrol-1-Yl-2,5-Dione-Methoxymethyl]-Pyrrole-2,5-Dione",small molecule,,experimental,
DB04086,"2',4'-Dinitrophenyl-2deoxy-2-Fluro-B-D-Cellobioside",small molecule,,experimental,
DB04087,Open Form of 2'-Deoxy-Ribofuranose-5'-Phosphate,small molecule,,experimental,
DB04088,N-(Allyloxycarbonyl)-4-[N-(Carboxy-Formyl)-2-(Benzoic Acid)-Amino]-L-Phenylalaninyl-Amino-Butyloxy-(6-Hydroxy-Benzoic Acid Methyl Ester),small molecule,,experimental,Compound 6
DB04089,AL5300,small molecule,,experimental,
DB04090,RH-1,small molecule,221635-42-3,experimental|investigational,
DB04092,Apstatin,small molecule,,experimental,
DB04093,Undecanal,small molecule,,experimental,
DB04094,4-Hydroxy-2-Butanone,small molecule,,experimental,
DB04095,9-Deazahypoxanthine,small molecule,,experimental,
DB04096,"5-Amino-5-Deoxy-Cellobiono-1,5-Lactam",small molecule,,experimental,
DB04097,Uridine-5'-Diphosphate-4-Deoxy-4-Fluoro-Alpha-D-Galactose,small molecule,,experimental,
DB04098,Balanol,small molecule,,experimental,
DB04099,Deamido-Nad+,small molecule,,experimental,
DB04100,"(1,10 Phenanthroline)-(Tri-Carbon Monoxide) Rhenium (I)",small molecule,,experimental,
DB04101,"N-[4-(2,4-Dimethyl-1,3-Thiazol-5-Yl)Pyrimidin-2-Yl]-N'-Hydroxyimidoformamide",small molecule,,experimental,
DB04102,2-Amino-Adenosine,small molecule,,experimental,
DB04103,3-Methylcytosine,small molecule,,experimental,
DB04104,3-Methyladenine,small molecule,,experimental,
DB04105,N-Heptylformamide,small molecule,,experimental,
DB04106,Fotemustine,small molecule,,experimental|investigational,(+-)-Diethyl (1-(3-(2-chloroethyl)-3-nitrosoureido)ethyl)phosphonate|Diethyl-1-(3-(2-chloroethyl)-3-nitrosoureido)ethylphosphonate|Fotemustina|Fotemustinum
DB04107,[(1-{2[(4-Carbamimidoyl-Phenylamino)-Methyl]-1-Methyl-1h-Benzoimidazol-5-Yl}-Cyclopropyl)-Pyridin-2-Yl-Methyleneaminooxy]-Acetic Acid Ethyl Ester,small molecule,,experimental,
DB04108,"(2s,3r)-3-Amino-2-Hydroxy-5-(Ethylsulfanyl)Pentanoyl-((S)-(-)-(1-Naphthyl)Ethyl)Amide",small molecule,,experimental,
DB04109,"[4-(1,3,2-Dioxaborolan-2-Yloxy)Methyl]Benzamidine",small molecule,,experimental,
DB04110,2-Nitro-P-Cresol,small molecule,,experimental,
DB04111,Balhimycin,small molecule,140932-79-2,experimental,
DB04112,1-Octadecyl-2-Acetamido-2-Deoxy-Sn-Glycerol-3-Phosphoethylmethyl Sulfide,small molecule,,experimental,
DB04113,N-Formylpiperidine,small molecule,,experimental,
DB04114,"3-Chloro-9-Ethyl-6,7,8,9,10,11-Hexahydro-7,11-Methanocycloocta[B]Quinolin-12-Amine",small molecule,,experimental,
DB04115,Berberine,small molecule,2086-83-1,investigational,
DB04116,Allolactose,small molecule,,experimental,
DB04117,"4-(N,N-Dimethylamino)Cinnamoyl-Coa",small molecule,,experimental,
DB04118,N-Coeleneterazine,small molecule,,experimental,
DB04119,Hexatantalum Dodecabromide,small molecule,,experimental,
DB04120,"4-Methyl-1,2-Benzenediol",small molecule,452-86-8,experimental,
DB04121,Guanosine-3'-Monophosphate-5'-Diphosphate,small molecule,,experimental,
DB04122,beta-D-glucose 6-phosphate,small molecule,,experimental,6-H2PO3Glcβ|6-O-phosphono-β-D-glucopyranose|beta-D-glucose 6-(dihydrogen phosphate)|beta-D-Glucose 6-phosphic acid|beta-D-glucose-6-phosphate
DB04123,(P-Iodophenylacetylamino)Methylphosphinic Acid,small molecule,,experimental,
DB04124,Aurodox,small molecule,12704-90-4,experimental,1-methylmocimycin|Goldinodox|Goldinomycin
DB04125,N-Alpha-(2-Naphthylsulfonyl)-N(3-Amidino-L-Phenylalaninyl)-4-Acetyl-Piperazine,small molecule,,experimental,
DB04126,N-[1-Hydroxycarboxyethyl-Carbonyl]Leucylamino-2-Methyl-Butane,small molecule,,experimental,
DB04127,beta-D-arabinofuranose 5-phosphate,small molecule,,experimental,5-O-phosphono-β-D-arabinofuranose|β-D-arabinofuranose 5-phosphate
DB04128,"5-Nitroso-6-Ribityl-Amino-2,4(1h,3h)-Pyrimidinedione",small molecule,,experimental,
DB04129,Willardiine,small molecule,,experimental,
DB04130,5-Methoxybenzimidazole,small molecule,,experimental,
DB04131,"10-(4-Dimethylamino-5-Hydroxy-6-Methyl-Tetrahydro-Pyran-2-Yloxy)-8-Ethyl-1,8,11-Trihydroxy-7,8,9,10-Tetrahydro-Naphthacene-5,12-Dione",small molecule,,experimental,
DB04132,S-Hexylglutathione,small molecule,,experimental,
DB04133,Degraded Cephaloridine,small molecule,,experimental,
DB04135,"5-Fluoro-4-(S)-Hydroxy-3,4-Dihydropyrimidine",small molecule,,experimental,
DB04136,Lysophosphotidylserine,small molecule,,experimental,
DB04137,Guanosine-5'-Triphosphate,small molecule,86-01-1,experimental,
DB04138,"2,4-Dinitro,5-[Bis(2-Bromoethyl)Amino]-N-(2',3'-Dioxopropyl)Benzamide",small molecule,,experimental,
DB04139,6-Hydroxypropylthymine,small molecule,,experimental,
DB04140,1-Benzyl-3-(4-Methoxy-Benzenesulfonyl)-6-Oxo-Hexahydro-Pyrimidine-4-Carboxylic Acid Hydroxyamide,small molecule,,experimental,
DB04141,"2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,4,5-Triol",small molecule,,experimental,
DB04142,"3-(3,5-Dibromo-4-Hydroxy-Benzoyl)-2-Ethyl-Benzofuran-6-Sulfonic Acid Dimethylamide",small molecule,,experimental,
DB04143,Indole-3-Glycerol Phosphate,small molecule,,experimental,
DB04144,"Cis-[4,5-Bis-(4-Chlorophenyl)-2-(2-Isopropoxy-4-Methoxyphenyl)-4,5-Dihyd Roimidazol-1-Yl]-Piperazin-1-Yl-Methanone",small molecule,,experimental,
DB04145,Nicotinyl alcohol,small molecule,100-55-0,experimental,3-pyridinemethanol|beta-pyridylcarbinol|Nicotinic alcohol|Pyridylcarbinol|Pyridylmethanol
DB04146,I-Coeleneterazine,small molecule,,experimental,
DB04147,Lauryl Dimethylamine-N-Oxide,small molecule,,experimental,
DB04149,(R)-Rolipram,small molecule,85416-75-7,experimental,(−)-rolipram|(R)-(-)-rolipram|(R)-(−)-rolipram|(R)-4-(3-Cyclopentyloxy-4-methoxy-phenyl)-pyrrolidin-2-one|R-rolipram
DB04150,Threonine Derivative,small molecule,,experimental,
DB04151,4-Methyl-Histidine,small molecule,,experimental,
DB04152,"2-Amino-3-(3-Hydroxy-7,8-Dihydro-6h-Cyclohepta[D]-4-Isoxazolyl)Propionic Acid",small molecule,,experimental,
DB04153,S-Hydroxymethyl Glutathione,small molecule,,experimental,
DB04154,"N-Methyl-N-[3-(6-Phenyl[1,2,4]Triazolo[4,3-B]Pyridazin-3-Yl)Phenyl]Acetamide",small molecule,,experimental,
DB04155,2-Fluoro-2-Deoxy-Beta-D-Galactopyranosyl-Beta-D-Glucopyranose,small molecule,,experimental,
DB04156,Aspartate Beryllium Trifluoride,small molecule,,experimental,
DB04157,N-[(Aminooxy)Carbonyl]Aniline,small molecule,,experimental,
DB04158,"6-(Adenosine Tetraphosphate-Methyl)-7,8-Dihydropterin",small molecule,,experimental,
DB04159,Beta-Hydroxytryptophane,small molecule,,experimental,
DB04160,Pyrophosphoric acid,small molecule,2466-09-3,approved|experimental,acide diphosphorique|Diphosphoric acid|Diphosphorsäure|Pyrophosphorsäure
DB04161,Propionamide,small molecule,,experimental,
DB04162,"5-Nitro-6-Ribityl-Amino-2,4(1h,3h)-Pyrimidinedione",small molecule,,experimental,
DB04163,"5-Phenylsulfanyl-2,4-Quinazolinediamine",small molecule,,experimental,
DB04164,"1,4-Deoxy-4-((5-Hydroxymethyl-2,3,4-Trihydroxycyclohex-5-Enyl)Amino)Fructose",small molecule,,experimental,
DB04165,Valpromide,small molecule,,experimental,
DB04166,Anthranilic acid,small molecule,118-92-3,experimental,2-Aminobenzoesäure|2-aminobenzoic acid|2-carboxyaniline|o-Aminobenzoesäure|o-Aminobenzoic acid|o-carboxyaniline|Vitamin L1
DB04167,Aceglutamide,small molecule,2490-97-3,experimental,N-acetyl-L-glutamine
DB04168,2-Amino-5-Bromo-6-Phenylpyrimidin-4-Ol,small molecule,,experimental,
DB04169,"3,5-Diaminophthalhydrazide",small molecule,,experimental,
DB04170,4-bromo-3-hydroxy-3-methyl butyl diphosphate,small molecule,,experimental,
DB04171,D-Isovaline,small molecule,,experimental,
DB04172,"[2,4,6-Triisopropyl-Phenylsulfonyl-L-[3-Amidino-Phenylalanine]]-Piperazine-N'-Beta-Alanine",small molecule,,experimental,
DB04173,Fructose,small molecule,,approved|experimental,
DB04174,3'-1-Carboxy-1-Phosphonooxy-Ethoxy-Uridine-Diphosphate-N-Acetylglucosamine,small molecule,,experimental,
DB04175,Mdl-29951,small molecule,101861-63-6,experimental,
DB04176,"Phosporic Acid Mono-[3,4-Dihydroxy-5-(5-Methoxy-Benzoimidazol-1-Yl)-Tetrahydro-Furan-2-Ylmethyl] Ester",small molecule,,experimental,
DB04177,"4-(3,14-Dihydroxy-10,13-Dimethyl-Hexadecahydro-Cyclopenta[a]Phenanthren-17-Yl)-5h-Furan-2-One",small molecule,,experimental,
DB04178,Di-Stearoyl-3-Sn-Phosphatidylcholine,small molecule,,experimental,
DB04179,Benzofuran,small molecule,,experimental,
DB04180,"4-(Aminosulfonyl)-N-[(2,4-Difluorophenyl)Methyl]-Benzamide",small molecule,,experimental,
DB04182,"(S)-2-Amino-4-[(2s,3r)-2,3,5-Trihydroxy-4-Oxo-Pentyl]Mercapto-Butyric Acid",small molecule,,experimental,
DB04183,Methylmalonic Acid,small molecule,516-05-2,experimental,
