drugbank_id,name,type,cas_number,groups,synonyms
DB03656,Tribenuron Methyl,small molecule,101200-48-0,experimental,Sulfmethmeton-methyl|Tribenuron methyl ester|Tribenuron-methyl
DB03657,1-Deoxy-1-Methoxycarbamido-Beta-D-Glucopyranose,small molecule,,experimental,
DB03658,"2-{1-[2-Amino-2-(4-Hydroxy-Phenyl)-Acetylamino]-2-Oxo-Ethyl}-5,5-Dimethyl-Thiazolidine-4-Carboxylic Acid",small molecule,,experimental,
DB03659,Butylamine,small molecule,109-73-9,experimental,1-aminobutane|1-butanamine|n-butylamine
DB03660,4-Iodo-L-phenylalanine,small molecule,24250-85-9,experimental,4-iodophenylalanine|p-Iodo-L-phenylalanine|p-iodophenylalanine
DB03661,Cysteinesulfonic Acid,small molecule,,experimental,
DB03662,Vitamin B6 Complexed with 2-Amino-Pentanoic Acid,small molecule,,experimental,
DB03663,"1-[(2-Amino-6,9-Dihydro-1h-Purin-6-Yl)Oxy]-3-Methyl-2-Butanol",small molecule,,experimental,
DB03664,P1-(Adenosine-5'-P5-(Uridine-5')Pentaphosphate,small molecule,,experimental,
DB03666,3'-Azido-3'-Deoxythymidine-5'-Monophosphate,small molecule,,experimental,
DB03667,Acetic Acid Salicyloyl-Amino-Ester,small molecule,,experimental,
DB03668,1-(5'-Phospho-Beta-D-Ribofuranosyl)Barbituric Acid,small molecule,,experimental,
DB03669,4-Fluorophenethyl Alcohol,small molecule,,experimental,
DB03670,"2-(Oxalyl-Amino)-4,5,6,7-Tetrahydro-Thieno[2,3-C]Pyridine-3-Carboxylic Acid",small molecule,,experimental,
DB03671,"4-(3,12,14-Trihydroxy-10,13-Dimethyl-Hexadecahydro-Cyclopenta[a]Phenanthren-17-Yl)-5h-Furan-2-One",small molecule,,experimental,
DB03672,9-N-Phenylmethylamino-Tacrine,small molecule,,experimental,
DB03673,Beta(2-Thienyl)Alanine,small molecule,,experimental,
DB03675,"2,3-Dihydroxy-Valerianic Acid",small molecule,,experimental,
DB03676,Cystein-S-Yl Cacodylate,small molecule,,experimental,
DB03677,N-Cyclohexyl-N'-Decylurea,small molecule,,experimental,
DB03678,"(6,7-Difluoro-Quinazolin-4-Yl)-(1-Methyl-2,2-Diphenyl-Ethyl)-Amine",small molecule,,experimental,
DB03679,2-Hydroxy-Tryptophan,small molecule,,experimental,
DB03680,Tartronate,small molecule,,experimental,
DB03682,"Dibenzofuran-4,6-Dicarboxylic Acid",small molecule,,experimental,
DB03683,2-{[Formyl(Hydroxy)Amino]Methyl}-4-Methylpentanoic Acid,small molecule,,experimental,
DB03685,Uridine monophosphate,small molecule,58-97-9,experimental,5'-uridylic acid|UMP|Uridine 5'-monophosphate|Uridine 5'-phosphoric acid|Uridine phosphate|Uridine-5'-monophosphate
DB03686,S-(P-Nitrobenzyl)Glutathione,small molecule,,experimental,
DB03687,4-Diphosphocytidyl-2-C-Methyl-D-Erythritol,small molecule,,experimental,
DB03688,3-Hydroxy-Propanoic Acid,small molecule,,experimental,
DB03690,"(Z,Z)-4-Hydroxy-N,N,N-Trimethyl-10-Oxo-7-[(1-Oxo-9-Octadecenyl)Oxy]-3,5,9-Trioxa-4-Phosphaheptacos-18-En-1-Aminium-4-Oxide",small molecule,,experimental,
DB03691,WRR-112,small molecule,,experimental,
DB03692,1-Hexadecanosulfonyl-O-L-Serine,small molecule,,experimental,
DB03693,N-(2-Aminoethyl)-5-Chloroisoquinoline-8-Sulfonamide,small molecule,,experimental,
DB03694,N-Phenylthiourea,small molecule,,experimental,
DB03695,Piritrexim,small molecule,72732-56-0,investigational,
DB03696,Lanosterol,small molecule,79-63-0,experimental,
DB03697,4-Sulfonamide-[1-(4-Aminobutane)]Benzamide,small molecule,,experimental,
DB03698,5-Mercaptoethanol-2-Decenoyl-Coenzyme A,small molecule,,experimental,
DB03699,Succinyl-Coenzyme A,small molecule,604-98-8,experimental,
DB03700,D-Threonine,small molecule,632-20-2,experimental,
DB03701,Vanoxerine,small molecule,67469-69-6,investigational,1-(2-(bis(p-fluorophenyl)methoxy)ethyl)-4-(3-phenylpropyl)piperazine
DB03702,"2-[4-[[(S)-1-[[(S)-2-[[(Rs)-3,3,3-Trifluoro-1-Isopropyl-2-Oxopropyl]Aminocarbonyl]Pyrrolidin-1-Yl-]Carbonyl]-2-Methylpropyl]Aminocarbonyl]Benzoylamino]Acetic Acid",small molecule,,experimental,
DB03703,Cyclohexanol,small molecule,108-93-0,experimental,
DB03704,12-Hydroxydodecanoic Acid,small molecule,505-95-3,experimental,
DB03705,6-Methylamino-5-Nitroisocytosine,small molecule,,experimental,
DB03706,1-Hydroxy-2-S-Glutathionyl-3-Para-Nitrophenoxy-Propane,small molecule,,experimental,
DB03707,S-Ethyl-N-Phenyl-Isothiourea,small molecule,,experimental,
DB03708,Adenosine 5'-phosphosulfate,small molecule,485-84-7,experimental|investigational,5'-adenylyl sulfate|adenosine phosphosulfate|Adenosine-5'-phosphosulfate|Adenylylsulfate|APS
DB03709,Bicine,small molecule,,experimental,
DB03710,N5-(1-Imino-3-Butenyl)-L-Ornithine,small molecule,,experimental,
DB03711,6-Hydroxy-6-Methyl-Heptan-3-One,small molecule,,experimental,
DB03712,RU85053,small molecule,,experimental,
DB03714,4-Carbamoyl-4-{[6-(Difluoro-Phosphono-Methyl)-Naphthalene-2-Carbonyl]-Amino}-Butyric Acid,small molecule,,experimental,
DB03716,5'-Fluoro-5'-Deoxyadenosine,small molecule,,experimental,
DB03717,"3-Hydroxy-4-(3,4,5-Trihydroxy-Tetrahydro-Pyran-2-Yloxy)-Piperidin-2-One",small molecule,,experimental,
DB03718,6-Aza-Ump,small molecule,,experimental,
DB03719,N-Ethyl-5'-Carboxamido Adenosine,small molecule,,experimental,
DB03720,Z-Dehydrobutyrine,small molecule,,experimental,
DB03721,N-acetyl-alpha-neuraminic acid,small molecule,,experimental,alpha-sialoside|O-sialic acid|α-Neu5Ac
DB03722,"3,4-Dihydro-5-Methyl-Isoquinolinone",small molecule,,experimental,
DB03723,2'-Deoxy-Thymidine-Beta-L-Rhamnose,small molecule,,experimental,
DB03724,"(1s,2s)-1-Amino-1-(1,3-Thiazol-2-Yl)Propan-2-Ol",small molecule,,experimental,
DB03725,Phosphomethylphosphonic Acid-Guanylate Ester,small molecule,,experimental,
DB03726,Purine Riboside-5'-Monophosphate,small molecule,,experimental,
DB03727,Coproporphyrin I,small molecule,,experimental,
DB03728,p-Chlorobenzoic acid,small molecule,74-11-3,experimental,4-chlorobenzoic acid|Chlorodracylic acid
DB03729,2-Amino-5-Hydroxy-Benzimidazole,small molecule,,experimental,
DB03730,"3,9-Dimethyladenine",small molecule,,experimental,
DB03731,S-2-(Boronoethyl)-L-Cysteine,small molecule,,experimental,
DB03732,Etheno-Nadp,small molecule,,experimental,
DB03733,Ethylene Dichloride,small molecule,107-06-2,experimental,
DB03734,Xylarohydroxamate,small molecule,,experimental,
DB03735,9-(2-Deoxy-Beta-D-Ribofuranosyl)-6-Methylpurine,small molecule,,experimental,
DB03736,2-Cyclopropylmethylenepropanal,small molecule,,experimental,
DB03737,"4-((3r,4s,5r)-4-Amino-3,5-Dihydroxy-Hex-1-Ynyl)-5-Fluoro-3-[1-(3-Methoxy-1h-Pyrrol-2-Yl)-Meth-(Z)-Ylidene]-1,3-Dihydro-Indol-2-One",small molecule,,experimental,
DB03738,Pantothenoylaminoethenethiol,small molecule,,experimental,
DB03739,3-Hydroxyimino Quinic Acid,small molecule,,experimental,
DB03740,N-acetyl-alpha-D-glucosamine,small molecule,10036-64-3,experimental,2-(acetylamino)-2-deoxy-A-D-glucopyranose|2-(acetylamino)-2-deoxy-α-D-glucopyranose|N-acetyl-α-D-glucosamine|α-D-GlcNAc|α-GlcNAc
DB03741,2-Methylbutanoic Acid,small molecule,,experimental,
DB03742,Compound 4-D,small molecule,,experimental,
DB03744,"Cp403700, (S)-1-{2-[(5-Chloro-1h-Indole-2-Carbonyl)-Amino]-3-Phenyl-Propionyl}-Azetidine-3-Carboxylate",small molecule,,experimental,
DB03745,Arabinose-5-phosphate,small molecule,,experimental,
DB03746,"3-Amino-4,5-Dihydroxy-Cyclohex-1-Enecarboxylate",small molecule,,experimental,
DB03747,"3ar,5r,6s,7r,7ar-5-Hydroxymethyl-2-Methyl-5,6,7,7a-Tetrahydro-3ah-Pyrano[3,2-D]Thiazole-6,7-Diol",small molecule,,experimental,
DB03748,Methyl-[4-(4-Piperidine-1-Ylmethyl-Phenyl)-Cyclohexyl]-Carbaminic Acid-(4-Chlorophenyl)-Ester,small molecule,,experimental,
DB03749,"4-(1h-Imidazol-4-Yl)-3-(5-Ethyl-2,4-Dihydroxy-Phenyl)-1h-Pyrazole",small molecule,,experimental,
DB03750,Isovaleric Acid,small molecule,503-74-2,experimental,
DB03751,2'deoxy-Thymidine-5'-Diphospho-Alpha-D-Glucose,small molecule,,experimental,
DB03752,P-(2'-Iodo-5'-Thenoyl)Hydrotropic Acid,small molecule,,experimental,
DB03753,Flurbiprofen Methyl Ester,small molecule,,experimental,
DB03754,Tromethamine,small molecule,77-86-1,approved,"1,1,1-tris(hydroxymethyl)methanamine|2-Amino-2-(hydroxymethyl)-1,3-propanediol|aminotris(hydroxymethyl)methane|THAM|Tris|Tris(hydroxymethyl)aminomethane|Trometamol"
DB03755,"Adenosine-5'-[Beta, Gamma-Methylene]Tetraphosphate",small molecule,,experimental,
DB03756,Doconexent,small molecule,6217-54-5,approved|investigational,"(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoic acid|22:6-4, 7,10,13,16,19|22:6(n-3)|4,7,10,13,16,19-docosahexaenoic acid|4,7,10,13,16,19-Docosahexaenoic acid|all-cis-4,7,10,13,16,19-docosahexaenoic acid|all-cis-DHA|cervonic acid|DHA|docosa-4,7,10,13,16,19-hexaenoic acid|Docosahexaenoic acid"
DB03757,(Tert-Butyloxycarbonyl)-Alanyl-Alanyl-Amine,small molecule,,experimental,
DB03758,Radicicol,small molecule,,experimental,
DB03759,FG-9041,small molecule,2379-57-9,experimental,"2,3-quinoxalinedione, 1,4-dihydro-6,7-dinitro-|6,7-dinitro-1,4-dihydroquinoxaline-2,3-dione|6,7-dinitroquinoxaline-2,3-dione|DNQX"
DB03760,Dihydrolipoic Acid,small molecule,462-20-4,experimental,
DB03761,5-Fluoro-2'-Deoxyuridine-5'-Monophosphate,small molecule,,experimental,
DB03763,5-Methyl-2'-Deoxypseudouridine,small molecule,,experimental,
DB03764,4-Hydroperoxy-2-Methoxy-Phenol,small molecule,,experimental,
DB03765,2'-cytidylic acid,small molecule,85-94-9,experimental,"2'-CMP|2'-cytidinephosphoric acid|cytidine 2'-phosphate|Cytidine-2'-monophosphate|Cytidine, 2'-phosphate"
DB03766,Propanoic Acid,small molecule,79-09-4,experimental,Propionic acid
DB03767,Morpholine-4-Carboxylic Acid [1s-(2-Benzyloxy-1r-Cyano-Ethylcarbamoyl)-3-Methyl-Butyl]Amide,small molecule,,experimental,
DB03768,"N-[2-Hydroxy-2-(8-Isopropyl-6,9-Dioxo-2-Oxa-7,10-Diaza-Bicyclo[11.2.2]Heptadeca-1(16),13(17),14-Trien-11-Yl)-Ethyl]-N-(3-Methyl-Butyl)-Benzenesulfonamide,Inhibitor 3",small molecule,,experimental,
DB03769,D-Eritadenine,small molecule,23918-98-1,experimental,Eritadenine|Lentinacin|Lentysine
DB03770,N-Hydroxyguanidine,small molecule,,experimental,
DB03771,Allyl-{4-[3-(4-Bromo-Phenyl)-Benzofuran-6-Yloxy]-but-2-Enyl}-Methyl-Amine,small molecule,,experimental,
DB03772,"2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,5-Diol",small molecule,,experimental,
DB03773,alpha-D-quinovopyranose,small molecule,7658-08-4,experimental,D-Chinovose|D-Epifucose|D-Glucomethylose|D-Quinovose|Isorhamnose|Isorhodeose|Quinovose|α-D-quinovopyranose
DB03774,Glutamyl Group,small molecule,,experimental,
DB03775,D-Dethiobiotin,small molecule,,experimental,
DB03776,Lactaldehyde,small molecule,598-35-6,experimental,(2s)-2-Hydroxypropanal|(S)-lactaldehyde|L-2-Hydroxypropionaldehyde|L-lactaldehyde
DB03777,Rbt205 Inhibitor,small molecule,,experimental,
DB03779,Glucosaminyl-(Alpha-6)-D-Myo-Inositol,small molecule,,experimental,
DB03780,2-Aminoquinazolin-4(3h)-One,small molecule,,experimental,
DB03781,"2-[4-(2,4-Dichlorophenoxy)Phenoxy]Propanoic Acid",small molecule,,experimental,
DB03782,N-(1-Adamantyl)-N'-(4-Guanidinobenzyl)Urea,small molecule,,experimental,
DB03783,Phenacetin,small molecule,62-44-2,withdrawn,Acetophenetidin|Acetophenetidine|Acetophenetin|Acetphenetidin
DB03784,Elaidoylamide,small molecule,,experimental,
DB03785,"(3r,5r)-7-((1r,2r,6s,8r,8as)-2,6-Dimethyl-8-{[(2r)-2-Methylbutanoyl]Oxy}-1,2,6,7,8,8a-Hexahydronaphthalen-1-Yl)-3,5-Dihydroxyheptanoic Acid",small molecule,,experimental,
DB03787,"[5-hydroxy-6-methyl-4-({[(4E)-3-oxo-1,2-oxazolidin-4-ylidene]amino}methyl)pyridin-3-yl]methyl dihydrogen phosphate",small molecule,,experimental,
DB03788,GC-24,small molecule,,experimental,
DB03789,"2,3-Dimethylimidazolium Ion",small molecule,,experimental,
DB03790,S-Dioxymethionine,small molecule,,experimental,
DB03791,"(3-{3-[[2-Chloro-3-(Trifluoromethyl)Benzyl](2,2-Diphenylethyl)Amino]Propoxy}Phenyl)Acetic Acid",small molecule,,experimental,
DB03792,"5-Amino-1h-Pyrimidine-2,4-Dione",small molecule,,experimental,
DB03793,Benzoic Acid,small molecule,65-85-0,approved,
DB03794,Trifluoroalanine,small molecule,,experimental,
DB03795,2-Dehydropantoate,small molecule,,experimental,
DB03796,Palmitic Acid,small molecule,57-10-3,approved|experimental,1-Hexyldecanoic Acid|1-Pentadecanecarboxylic acid|FAT|Hexadecanoate|Hexadecanoic acid|Hexadecoic acid|Hexadecylic acid|Hexaectylic acid|Palmitate|Palmitinic acid|Palmitinsaeure
DB03797,3-Aminomethyl-Pyridinium-Adenine-Dinucleotide,small molecule,,experimental,
DB03798,2'-Deoxycytidine-5'-Monophosphate,small molecule,1032-65-1,experimental,
DB03799,Trifluoromethionine,small molecule,,experimental,
DB03800,2'-deoxyuridylic acid,small molecule,,experimental,dUMP
DB03801,Lysine Nz-Carboxylic Acid,small molecule,,experimental,
DB03802,"1-[4-(Octahydro-Pyrido[1,2-a]Pyrazin-2-Yl)-Phenyl]-2-Phenyl-1,2,3,4-Tetrahydro-Isoquinolin-6-Ol",small molecule,,experimental,
DB03803,Inhibitor Msa367,small molecule,,experimental,
DB03804,5-Bromothienyldeoxyuridine,small molecule,,experimental,
DB03807,"1-(2-Chlorophenyl)-3,5-Dimethyl-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester",small molecule,,experimental,
DB03808,Hexamidine,small molecule,3811-75-4,experimental,
DB03809,9-Butyl-8-(3-Methoxybenzyl)-9h-Purin-6-Amine,small molecule,,experimental,
DB03810,3-Methylglutamic acid,small molecule,6070-75-3,experimental,"(2S,3R)-2-azanyl-3-methyl-pentanedioic acid|(3R)-3-methyl-L-glutamic acid"
DB03811,Histidinol,small molecule,,experimental,
DB03812,"3-{2,6,8-trioxo-9-[(2S,3R,4R)-2,3,4,5-tetrahydroxypentyl]-1,2,3,6,8,9-hexahydro-7H-purin-7-Yl}propyl dihydrogen phosphate",small molecule,,experimental,
DB03813,2-Decenoyl N-Acetyl Cysteamine,small molecule,,experimental,
DB03814,2-(N-Morpholino)-Ethanesulfonic Acid,small molecule,,experimental,
DB03815,Fucitol,small molecule,13074-06-1,experimental,L-Fucitol
DB03816,Difluoromethionine,small molecule,,experimental,
DB03817,"2,4-Diaminobutyric Acid",small molecule,1758-80-1,experimental,"alpha,gamma-Diaminobutyrate|L-2,4-Diaminobutanoate|L-2,4-Diaminobutyrate"
DB03818,N-[Tosyl-D-Prolinyl]Amino-Ethanethiol,small molecule,,experimental,
DB03819,Salicylhydroxamic Acid,small molecule,89-73-6,experimental,
DB03820,"(2s,5r,6r)-6-{[(6r)-6-(Glycylamino)-7-Oxido-7-Oxoheptanoyl]Amino}-3,3-Dimethyl-7-Oxo-4-Thia-1-Azabicyclo[3.2.0]Heptane-2-Carboxylate",small molecule,,experimental,
DB03821,2-Amino-3-Hydroxy-3-Phosphonooxy-Propionic Acid,small molecule,,experimental,
DB03822,Ethyl Dihydrogen Phosphate,small molecule,,experimental,
DB03823,Epigallocatechin,small molecule,970-74-1,experimental|investigational,"(-)-epi-gallocatechin|(-)-epigallocatechin|(-)-epigallocatechol|(−)-epigallocatechin|3,3',4',5,5',7-flavanhexol|Antiscurvy factor C2|EGC|Epi-gallocatechin|Galloepicatechin|L-epigallocatechin"
DB03824,"7-Iodo-1,2,3,4-Tetrahydro-Isoquinoline",small molecule,,experimental,
DB03825,Rhodamine 6G,small molecule,989-38-8,experimental,Basic red 1|Calcozine rhodamine 6GX|CI basic red 1|R6G
DB03826,"5,6-Diaminouracil",small molecule,,experimental,
DB03827,"(3s)-3,4-Di-N-Hexanoyloxybutyl-1-Phosphocholine",small molecule,,experimental,
DB03828,RU78299,small molecule,,experimental,
DB03829,Pseudouridine-5'-Monophosphate,small molecule,,experimental,
DB03830,Phosphorylated Dihydropteroate,small molecule,,experimental,
DB03831,"[(Z)-octadec-9-enyl] (2R)-2,3-bis(oxidanyl)propanoate",small molecule,,experimental,
DB03832,"3-Carboxy-N,N,N-Trimethyl-2-(Octanoyloxy)Propan-1-Aminium",small molecule,,experimental,
DB03833,"2-Prolyl-5-Tert-Butyl-[1,3,4]Oxadiazole",small molecule,,experimental,
DB03834,"(3S)-3-(dioxidosulfanyl)-N-[(1Z)-3-oxoprop-1-en-1-yl]-4-(1H-1,2,3-triazol-1-yl)-D-valine",small molecule,,experimental,Tazobactam Intermediate
DB03835,"N-(8,9,10-Trihydroxy-7-Hydroxymethyl-2,4-Dioxo-6-Oxa-1,3-Diaza-Spiro[4.5]Dec-3-Yl-Acetamide",small molecule,,experimental,
DB03836,"1,3,5-Trichloro-Benzene",small molecule,,experimental,
DB03837,Morpholine-4-Carboxylic Acid (1-(3-Benzenesulfonyl-1-Phenethylallylcarbamoyl)-3-Methylbutyl)-Amide,small molecule,,experimental,
DB03839,D-Tyrosine,small molecule,556-02-5,experimental,(R)-2-Amino-3-(p-hydroxyphenyl)propionic acid|(R)-3-(p-Hydroxyphenyl)alanine|D-Tyr|D-Tyrosin
DB03840,Tetra(Imidazole)Diaquacopper (Ii),small molecule,,experimental,
DB03841,Y-700,small molecule,,experimental,
DB03842,2-Chloro-6-Methyl-Aniline,small molecule,,experimental,
DB03843,Formaldehyde,small molecule,50-00-0,approved|vet_approved,Formaldehyde solution|Formalin|Formol|Methanal|Methyl aldehyde|Methylene oxide|Oxomethane|Oxomethylene|Oxymethylene|Paraform|Paraformaldehyde
DB03844,"N-(2,6-Diflouro-Benzyl)-4-Sulfamoyl-Benzamide",small molecule,,experimental,
DB03845,P1-(5'-Adenosyl)P5-(5'-(3'azido-3'-Deoxythymidyl))Pentaphosphate,small molecule,,experimental,
DB03846,5-Hydroxymethyluridine-2'-Deoxy-5'-Monophosphate,small molecule,,experimental,
DB03847,Gamma-Carboxy-Glutamic Acid,small molecule,,experimental,
DB03848,Benzenesulfinic acid,small molecule,618-41-7,experimental,benzenesulphinic acid
DB03849,Cilomilast,small molecule,153259-65-5,investigational,Ariflo|cis-4-cyano-4-(3-(cyclopentyloxy)-4-methoxyphenyl)cyclohexanecarboxylic acid
DB03850,Jaspisamide A,small molecule,,experimental,
DB03851,Carbazole Butanoic Acid,small molecule,,experimental,
DB03852,Eucalyptol,small molecule,470-82-6,approved|nutraceutical,"1,8-cineol|1,8-Cineole|1,8-epoxy-p-menthane|1,8-oxido-p-menthane|cajeputol|cineol|cineole|Cucalyptol|Eucapur|Zineol"
DB03853,Azo-Dye Hapten,small molecule,,experimental,
DB03854,"Pentane-1,5-Diamine",small molecule,,experimental,
DB03855,L-Threonohydroxamate 4-Phosphate,small molecule,,experimental,
DB03856,L-Eflornithine,small molecule,66640-93-5,experimental|investigational,(-)-2-difluoromethylornithine
DB03857,"1,4-dithio-beta-D-glucopyranose",small molecule,,experimental,"1,4-deoxy-1,4-dithio-beta-D-glucopyranose"
DB03858,S-Acetonylcysteine,small molecule,,experimental,
DB03859,1-Thio-Beta-D-Glucopyranose,small molecule,,experimental,
DB03860,"N-Butyl-11-[(7r,8r,9s,13s,14s,17s)-3,17-Dihydroxy-13-Methyl-7,8,9,11,12,13,14,15,16,17-Decahydro-6h-Cyclopenta[a]Phenanthren-7-Yl]-N-Methylundecanamide",small molecule,,experimental,
DB03861,"(2r,3r,4s,5r)-2-Acetamido-3,4-Dihydroxy-5-Hydroxymethyl-Piperidinium",small molecule,,experimental,
DB03862,Tetrahydrooxazine,small molecule,,experimental,
DB03863,2-O-methyl fucose,small molecule,,experimental,
DB03864,Monothioglycerol,small molecule,,experimental,
DB03865,6-Chloro-2-(2-Hydroxy-Biphenyl-3-Yl)-1h-Indole-5-Carboxamidine,small molecule,,experimental,
DB03866,Prostaglandin G2,small molecule,,experimental,
DB03867,Meta-Nitro-Tyrosine,small molecule,,experimental,
DB03868,3-Dehydroquinic Acid,small molecule,,experimental,
DB03869,5'-O-(N-(L-Seryl)-Sulfamoyl)Adenosine,small molecule,,experimental,
DB03870,"Ara-Alpha(1,3)-Xyl",small molecule,,experimental,
DB03871,"lambda-bis(2,2'-bipyridine)imidazole ruthenium (II)",small molecule,,experimental,"delta-bis(2,2'-bipyridine)imidazole ruthenium (II)"
DB03872,"2,3-Dideoxyfucose",small molecule,,experimental,
DB03874,"(4e,8e,12z,16z)-N,N,4,8,13,17,21-Heptamethyldocosa-4,8,12,16,20-Pentaen-1-Amine",small molecule,,experimental,
DB03876,"Thieno[2,3-B]Pyridine-2-Carboxamidine",small molecule,,experimental,
DB03877,AL4623,small molecule,,experimental,
DB03878,N-[4-Methyl-3-[[4-(3-Pyridinyl)-2-Pyrimidinyl]Amino]Phenyl]-3-Pyridinecarboxamide,small molecule,,experimental,
DB03879,alpha-L-methyl-fucose,small molecule,,experimental,
DB03880,Batimastat,small molecule,130370-60-4,experimental,
DB03881,MT-Immucillin-H,small molecule,,experimental,"(1s)-1-(0-Deazahypoxanthin-9-Yl)-1,4-Dideoxy-1,4-Imino-5-Methylthio-D-Ribitol|5'-Methylthio-Immucillin-H|MT-ImmH"
DB03882,"5-Alpha-Androstane-3-Beta,17beta-Diol",small molecule,571-20-0,experimental,
DB03883,Carboxyethyllumazine,small molecule,29161-67-9,experimental,
DB03884,Phenylpyruvic acid,small molecule,156-06-9,experimental,
DB03885,1-Menaphthyl Glutathione Conjugate,small molecule,,experimental,
DB03886,Biopterin,small molecule,,experimental,
DB03887,Alpha-Adenosine Monophosphate,small molecule,,experimental,
DB03888,Allyl-{6-[3-(4-Bromo-Phenyl)-1-Methyl-1h-Indazol-6-Yl]Oxy}Hexyl)-N-Methylamine,small molecule,,experimental,
DB03889,S-(N-Hydroxy-N-Bromophenylcarbamoyl)Glutathione,small molecule,,experimental,
DB03890,N-[2-(1-Formyl-2-Methyl-Propyl)-1-(4-Piperidin-1-Yl-but-2-Enoyl)-Pyrrolidin-3-Yl]-Methanesulfonamide,small molecule,,experimental,
DB03891,"1,5-Bis(N-Benzyloxycarbonyl-L-Leucinyl)Carbohydrazide",small molecule,,experimental,
DB03892,5-N-Allyl-Arginine,small molecule,,experimental,
DB03893,Thionicotinamide-Adenine-Dinucleotide,small molecule,,experimental,
DB03894,N-Propargyl-1(S)-Aminoindan,small molecule,,experimental,
DB03895,Malachite Green,small molecule,10309-95-2,experimental,malachite green cation|malachite green(1+)
DB03896,Triphosphoric acid,small molecule,10380-08-2,experimental,acide triphosphorique|catena-triphosphoric acid|Inorganic triphosphate|Triphosphorsäure|tripolyphosphoric acid
DB03897,Hydroxyphenyl Propionic Acid,small molecule,,experimental,
DB03898,3-Chloro-4-Hydroxyphenylglycine,small molecule,,experimental,
DB03899,9-Butyl-8-(4-Methoxybenzyl)-9h-Purin-6-Amine,small molecule,,experimental,
DB03900,2-Methyl-2-Propanol,small molecule,,experimental,
DB03901,5-Oxo-Pyrrolidine-2-Carbaldehyde,small molecule,,experimental,
DB03902,Oxalic Acid,small molecule,144-62-7,experimental,
DB03903,Tmr,small molecule,,experimental,
DB03904,Urea,small molecule,57-13-6,approved,
DB03905,Succinamide-Coa,small molecule,,experimental,
DB03906,2-Phenylheme,small molecule,,experimental,
DB03907,"N-{3-[5-(6-Amino-Purin-9-Yl)-3,4-Dihydroxy-Tetrahydro-Furan-2-Yl]-Allyl}-2,3-Dihydroxy-5-Nitro-Benzamide",small molecule,,experimental,
DB03908,Inhibitor Bea322,small molecule,,experimental,
DB03909,"Adenosine-5'-[Beta, Gamma-Methylene]Triphosphate",small molecule,,experimental,
DB03910,"S,S'-(1,3-Phenylene-Bis(1,2-Ethanediyl))Bis-Isothiourea",small molecule,,experimental,
DB03911,L-Xylopyranose,small molecule,,experimental,
DB03912,4'-Phosphopantetheine,small molecule,,experimental,
DB03913,Coenzyme F420,small molecule,64885-97-8,experimental,"coenzyme γ-F420-2|F420|Factor F420|N-{N-[O-(7,8-didemethyl-8-hydroxy-5-deazariboflavin phospho)-(S)-lactyl]-γ-L-glutamyl}-L-glutamate"
DB03914,"[2-(1-amino-2-hydroxy-propyl)-4-(1H-indol-3-ylmethylene)-5-oxo-4,5-dihydro-imidazol-1-yl]-acetaldehyde",small molecule,,experimental,
DB03915,2-Amino-3-Ketobutyric Acid,small molecule,,experimental,
DB03916,4-{2-[4-(2-Aminoethyl)Piperazin-1-Yl]Pyridin-4-Yl}-N-(3-Chloro-4-Methylphenyl)Pyrimidin-2-Amine,small molecule,,experimental,
DB03917,N-Ethyl Retinamide,small molecule,,experimental,
DB03918,"6S-5,6,7,8-Tetrahydrobiopterin",small molecule,,experimental,
DB03919,Ethyl-Carbamic Acid Methyl Ester,small molecule,,experimental,
DB03920,N-Methyl-Alpha-Beta-Dehydroalanine,small molecule,,experimental,
DB03921,4-(3-Pyridin-2-Yl-1h-Pyrazol-4-Yl)Quinoline,small molecule,,experimental,
DB03923,Feruloyl Coenzyme A,small molecule,,experimental,
DB03924,"5,8-Di-Amino-1,4-Dihydroxy-Anthraquinone",small molecule,,experimental,
DB03925,Freselestat,small molecule,208848-19-5,experimental|investigational,CP-955
DB03926,"5-Alpha-Androstane-3-Beta,17-Alpha-Diol",small molecule,,experimental,
DB03927,Glycyl-L-Alpha-Amino-Epsilon-Pimelyl-D-Alanine,small molecule,,experimental,
DB03928,"Carboxymethylthio-3-(3-Chlorophenyl)-1,2,4-Oxadiazol",small molecule,,experimental,
DB03929,D-Serine,small molecule,312-84-5,experimental|investigational,
DB03930,4-Methyl-Pyrroline-5-Carboxylic Acid,small molecule,,experimental,
DB03931,Diguanosine-5'-Triphosphate,small molecule,,experimental,
DB03932,LFA703,small molecule,,experimental,
DB03933,C-1027 Aromatized Chromophore,small molecule,,experimental,
DB03934,Protoporphyrin Ix Containing Zn,small molecule,,experimental,
DB03935,"1,4-Dideoxy-O2-Sulfo-Glucuronic Acid",small molecule,,experimental,
DB03936,1-Deoxy-Ribofuranose-5'-Phosphate,small molecule,,experimental,
DB03937,Erythose-4-Phosphate,small molecule,,experimental,
DB03938,Deacetoxycephalosporin-C,small molecule,,experimental,
DB03939,"4-Hydroxy-3,4-Dihydro-1h-Pyrimidin-2-One",small molecule,,experimental,
DB03940,Oxamic Acid,small molecule,471-47-6,experimental,
DB03941,Heptanyl-P-Phenol,small molecule,,experimental,
